epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9050442576408386,0.0010000000474974513,0.2917627692222595,0.8970626592636108,0.27643147110939026
1,0.9448925256729126,0.0010000000474974513,0.1572808176279068,0.9268292784690857,0.20103514194488525
2,0.9579598307609558,0.0010000000474974513,0.126246377825737,0.9214529395103455,0.2161991000175476
3,0.96017986536026,0.0010000000474974513,0.11806772649288177,0.896013617515564,0.2835996448993683
4,0.9652662873268127,0.0010000000474974513,0.10436534136533737,0.9383687376976013,0.15489056706428528
5,0.9698187708854675,0.0010000000474974513,0.09019111096858978,0.9795436859130859,0.06275056302547455
6,0.972938060760498,0.0010000000474974513,0.08036040514707565,0.9556779265403748,0.1415075957775116
7,0.975101888179779,0.0010000000474974513,0.07801961153745651,0.8832939863204956,0.4715786278247833
8,0.9779401421546936,0.0010000000474974513,0.06864461302757263,0.9736428260803223,0.08624739944934845
9,0.9863144755363464,0.0003000000142492354,0.04232902452349663,0.9917387962341309,0.029277360066771507
10,0.9887031316757202,0.0003000000142492354,0.0362616702914238,0.9891161918640137,0.03625553473830223
11,0.9892932176589966,0.0003000000142492354,0.03431982547044754,0.9867558479309082,0.038789816200733185
12,0.9899114966392517,0.0003000000142492354,0.032584287226200104,0.9927878379821777,0.024784240871667862
13,0.9903892278671265,0.0003000000142492354,0.030006004497408867,0.9910831451416016,0.031306780874729156
14,0.9906702041625977,0.0003000000142492354,0.028516586869955063,0.9905586242675781,0.026813479140400887
15,0.9912603497505188,0.0003000000142492354,0.025941969826817513,0.9929189682006836,0.024343183264136314
16,0.9920191168785095,0.0003000000142492354,0.024259544909000397,0.9799370765686035,0.05504908412694931
17,0.9923844337463379,0.0003000000142492354,0.022786274552345276,0.9728560447692871,0.08659858256578445
18,0.9927497506141663,0.0003000000142492354,0.02180100791156292,0.9800682067871094,0.0729408711194992
19,0.9952226877212524,9.000000136438757e-05,0.014524967409670353,0.9958038330078125,0.014697544276714325
20,0.9957847595214844,9.000000136438757e-05,0.012480602599680424,0.9952793121337891,0.016219712793827057
21,0.9960376620292664,9.000000136438757e-05,0.013043778948485851,0.9967217445373535,0.013251117430627346
22,0.9960095286369324,9.000000136438757e-05,0.011730985715985298,0.9959349632263184,0.015105479396879673
23,0.9969649910926819,9.000000136438757e-05,0.010215308517217636,0.9942302703857422,0.027910759672522545
24,0.9964310526847839,9.000000136438757e-05,0.011327849701046944,0.9964594841003418,0.013408076018095016
25,0.9972741603851318,2.700000004551839e-05,0.008068952709436417,0.9969840049743652,0.011705439537763596
26,0.9975270628929138,2.700000004551839e-05,0.007387879770249128,0.9963283538818359,0.012145508080720901
27,0.9979766607284546,2.700000004551839e-05,0.006957428064197302,0.9969840049743652,0.012291310355067253
28,0.9980047941207886,2.700000004551839e-05,0.006651709787547588,0.9971151351928711,0.01222914643585682
29,0.9980328679084778,8.099999831756577e-06,0.006636650301516056,0.9969840049743652,0.011942298151552677
