epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7821491360664368,0.0003000000142492354,0.515046238899231,0.5480167269706726,2.0475802421569824
1,0.854896605014801,0.0003000000142492354,0.3235781788825989,0.7969728708267212,0.6692474484443665
2,0.8907809853553772,0.0003000000142492354,0.24874721467494965,0.4900835156440735,1.9382644891738892
3,0.8981536030769348,0.0003000000142492354,0.22660687565803528,0.8930062651634216,0.3301377594470978
4,0.906700611114502,0.0003000000142492354,0.20815104246139526,0.8262004256248474,0.5455891489982605
5,0.9223592281341553,0.0003000000142492354,0.17877496778964996,0.8288100361824036,0.7673980593681335
6,0.92842698097229,0.0003000000142492354,0.16769953072071075,0.8277661800384521,0.6781748533248901
7,0.9535460472106934,9.000000136438757e-05,0.11259366571903229,0.9660751819610596,0.10765203833580017
8,0.9598094820976257,9.000000136438757e-05,0.09256624430418015,0.9498956203460693,0.1538044959306717
9,0.9618320465087891,9.000000136438757e-05,0.09429138153791428,0.9587682485580444,0.11936917901039124
10,0.9617015719413757,9.000000136438757e-05,0.09332695603370667,0.9504175186157227,0.14827987551689148
11,0.96894371509552,2.700000004551839e-05,0.07614272832870483,0.9770354628562927,0.08190318197011948
12,0.9709662795066833,2.700000004551839e-05,0.0680595338344574,0.9718163013458252,0.08168934285640717
13,0.9727931022644043,2.700000004551839e-05,0.06641846150159836,0.975469708442688,0.07486635446548462
14,0.9739022850990295,2.700000004551839e-05,0.06051402911543846,0.9770354628562927,0.07530584931373596
15,0.9765120148658752,2.700000004551839e-05,0.0592486672103405,0.9733820557594299,0.083897165954113
16,0.9758595824241638,2.700000004551839e-05,0.05588648095726967,0.9744259119033813,0.07960600405931473
17,0.9795132875442505,8.099999831756577e-06,0.05265767127275467,0.9832985401153564,0.060883648693561554
18,0.9780126810073853,8.099999831756577e-06,0.05240241438150406,0.9838204383850098,0.05999026075005531
19,0.978338897228241,8.099999831756577e-06,0.04999243840575218,0.9859081506729126,0.05589825287461281
20,0.9813401103019714,8.099999831756577e-06,0.04750723019242287,0.9853861927986145,0.05498575046658516
21,0.981144368648529,8.099999831756577e-06,0.044309649616479874,0.9848642945289612,0.05467861518263817
22,0.9793828129768372,8.099999831756577e-06,0.048219453543424606,0.9848642945289612,0.0550982803106308
23,0.9808181524276733,8.099999831756577e-06,0.04813879355788231,0.9827766418457031,0.05896863341331482
24,0.9821882843971252,8.099999831756577e-06,0.04206963628530502,0.9848642945289612,0.05725260451436043
25,0.9812096357345581,2.429999995001708e-06,0.04270501807332039,0.9848642945289612,0.052949853241443634
26,0.9840151071548462,2.429999995001708e-06,0.03880488872528076,0.9864300489425659,0.051405828446149826
27,0.9837541580200195,2.429999995001708e-06,0.04107923433184624,0.9848642945289612,0.05294210836291313
28,0.9829712510108948,2.429999995001708e-06,0.04058369621634483,0.9874739050865173,0.05124916881322861
29,0.9836236834526062,2.429999995001708e-06,0.03893916681408882,0.9838204383850098,0.05310651287436485
30,0.9836888909339905,2.429999995001708e-06,0.04156739264726639,0.9843423962593079,0.052969858050346375
31,0.9828407168388367,2.429999995001708e-06,0.039109449833631516,0.986952006816864,0.05175842344760895
32,0.9850590229034424,9.999999974752427e-07,0.037230994552373886,0.986952006816864,0.051459286361932755
33,0.9819273352622986,9.999999974752427e-07,0.04252643510699272,0.9864300489425659,0.05064934492111206
34,0.9833626747131348,9.999999974752427e-07,0.03795123100280762,0.9859081506729126,0.050909802317619324
35,0.9838194251060486,9.999999974752427e-07,0.03874938189983368,0.9864300489425659,0.05048955976963043
36,0.9832322001457214,9.999999974752427e-07,0.03957492858171463,0.9864300489425659,0.05046874284744263
37,0.9853852391242981,9.999999974752427e-07,0.03676538169384003,0.9864300489425659,0.050274260342121124
38,0.9842108488082886,9.999999974752427e-07,0.04018928483128548,0.9859081506729126,0.05006136745214462
39,0.98447185754776,9.999999974752427e-07,0.037322018295526505,0.9864300489425659,0.04937892407178879
