epoch;f1;loss;lr;val_f1;val_loss
33;0.9985700249671936;0.042074866592884064;6e-05;1.0;0.01684531569480896
34;0.9990828633308411;0.0362967811524868;6e-05;1.0;0.015268050134181976
35;0.9991835355758667;0.03324924036860466;6e-05;1.0;0.013792513869702816
36;0.999180257320404;0.03176422789692879;6e-05;1.0;0.012614362873136997
37;0.9995925426483154;0.027130592614412308;6e-05;1.0;0.011237380094826221
38;0.9994903206825256;0.02643531747162342;6e-05;1.0;0.010666202753782272
39;0.9988799691200256;0.0247599296271801;6e-05;1.0;0.00964371021836996
40;0.9992858171463013;0.023196950554847717;6e-05;1.0;0.00893450528383255
41;0.9993880391120911;0.021008361130952835;6e-05;1.0;0.008067026734352112
42;0.9991851449012756;0.020424731075763702;6e-05;1.0;0.007926852442324162
43;0.9997954964637756;0.016338815912604332;6e-05;1.0;0.00716760428622365
44;0.9997971057891846;0.01654186099767685;6e-05;1.0;0.006337252911180258
45;0.9998977184295654;0.015262828208506107;6e-05;1.0;0.005921431817114353
46;0.9998977184295654;0.014307454228401184;6e-05;1.0;0.00567882414907217
47;0.9996932148933411;0.012872004881501198;6e-05;1.0;0.004987632855772972
48;0.9998977184295654;0.012782223522663116;6e-05;1.0;0.00482506537809968
49;0.9994919300079346;0.012151213362812996;6e-05;1.0;0.004454204812645912
50;0.9998977184295654;0.010695074684917927;6e-05;1.0;0.004111120942980051
51;1.0;0.010019227862358093;6e-05;1.0;0.003841843456029892
52;0.9997971057891846;0.00963690783828497;6e-05;1.0;0.0036791188176721334
53;0.99969482421875;0.009461425244808197;6e-05;1.0;0.0035379056353121996
54;1.0;0.008320720866322517;6e-05;1.0;0.0031231895554810762
55;1.0;0.007540559396147728;6e-05;1.0;0.0028618592768907547
56;0.99969482421875;0.007910244166851044;6e-05;1.0;0.0028200901579111814
57;1.0;0.006841578986495733;6e-05;1.0;0.002581618260592222
58;0.9998977184295654;0.006621993612498045;6e-05;1.0;0.0024249728303402662
59;1.0;0.005858919583261013;6e-05;1.0;0.0022028388921171427
60;0.9997971057891846;0.006501271855086088;6e-05;1.0;0.0021512683015316725
61;0.9997954964637756;0.005875375587493181;6e-05;1.0;0.00214379676617682
62;0.9998977184295654;0.005120797548443079;6e-05;1.0;0.0018481442239135504
63;1.0;0.005060315597802401;6e-05;1.0;0.0018034168751910329
64;0.9997954964637756;0.0050208293832838535;6e-05;1.0;0.001851867069490254
65;1.0;0.004345680121332407;6e-05;1.0;0.0016047070967033505
66;1.0;0.0038471596781164408;6e-05;1.0;0.0015044012106955051
67;1.0;0.003912984859198332;6e-05;1.0;0.001448161550797522
68;0.9997971057891846;0.004026038106530905;6e-05;1.0;0.0014414634788408875
69;1.0;0.0032808121759444475;6e-05;1.0;0.0012433945666998625
70;0.9998977184295654;0.003295013913884759;6e-05;1.0;0.001242270809598267
71;1.0;0.0036059264093637466;6e-05;1.0;0.0011841690866276622
72;1.0;0.0030086981132626534;6e-05;1.0;0.0010784086771309376
73;1.0;0.0028689017053693533;6e-05;1.0;0.0009972699917852879
74;1.0;0.002634201431646943;6e-05;1.0;0.0009273702162317932
75;1.0;0.0024156253784894943;6e-05;1.0;0.000867415452376008
76;1.0;0.0024612052366137505;6e-05;1.0;0.0008027419098652899
77;1.0;0.002357622841373086;6e-05;1.0;0.0007822089828550816
78;1.0;0.0022807300556451082;6e-05;1.0;0.0007412584964185953
79;1.0;0.0021746777929365635;6e-05;1.0;0.000703035038895905
80;1.0;0.0020755615551024675;6e-05;1.0;0.0006860272842459381
81;1.0;0.001884883618913591;6e-05;1.0;0.0006604865193367004
82;1.0;0.0017219561850652099;6e-05;1.0;0.0005975391250103712
83;1.0;0.001626333687454462;6e-05;1.0;0.0005737460451200604
84;1.0;0.001645485288463533;6e-05;1.0;0.0005806917906738818
85;1.0;0.0015867308247834444;6e-05;1.0;0.0005373863386921585
86;1.0;0.0013350533554330468;6e-05;1.0;0.0004994474002160132
87;1.0;0.0013467383105307817;6e-05;1.0;0.0004931294824928045
88;0.9997971057891846;0.0018444734159857035;6e-05;1.0;0.0006301248213276267
89;1.0;0.0015511712990701199;6e-05;1.0;0.00047494564205408096
90;1.0;0.0014275114517658949;1.8973666e-05;1.0;0.0004955024924129248
91;1.0;0.0013023832580074668;1.8973666e-05;1.0;0.0004670464841183275
92;1.0;0.0012120719766244292;1.8973666e-05;1.0;0.00044385253568179905
93;1.0;0.001231312402524054;1.8973666e-05;1.0;0.00043998053297400475
94;1.0;0.0012148073874413967;1.8973666e-05;1.0;0.0004251933132763952
95;1.0;0.001077187480404973;1.8973666e-05;1.0;0.0004065625253133476
96;1.0;0.001247196807526052;1.8973666e-05;1.0;0.00039787538116797805
97;1.0;0.0011189156211912632;1.8973666e-05;1.0;0.00038454445893876255
98;1.0;0.0010841430630534887;5.9999998e-06;1.0;0.0003802612773142755
99;1.0;0.0010495195165276527;5.9999998e-06;1.0;0.0003713862388394773
